Customer ID,Referred a Friend,Tenure_in_months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,City,Zip Code,Churn Value,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction (based  on service calls),Service issue topic,Average Speed of answer in seconds,Acquisition_id,Acquisition Cost,Retenion_cost_per_customer
4829-ZLJTK,Yes,72,Offer A,Yes,15.23,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0,0,1096.56,Female,80,Penngrove,94951,0,6144,0,0,4.5,Streaming,84,1,40,8
1751-NCDLI,Yes,46,,Yes,4.2,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0,100.43,193.2,Male,74,Castroville,95012,0,2641,1,0,3.818181818,Payment related,116,1,40,5.9
2460-NGXBJ,Yes,11,,Yes,28.64,Yes,Yes,DSL,22,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,75.2,775.3,0,171,315.04,Male,65,Stockton,95206,0,5193,0,0,3.363636364,Admin Support,22,1,40,4.3
1543-LLLFT,Yes,61,,Yes,2.19,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0,0,133.59,Male,77,Waterford,95386,0,5413,0,0,3,Technical Support,50,1,40,7
0723-VSOBE,No,45,Offer B,No,0,No,Yes,Fiber Optic,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,0,64,0,Female,67,Dos Rios,95429,0,5715,2,1,3.333333333,Contract related,79,1,40,5.9
1004-NOZNR,No,56,Offer B,Yes,10.57,No,Yes,DSL,28,Yes,No,No,No,Yes,Yes,No,No,One Year,No,Credit Card,94.8,5264.3,0,1474,591.92,Male,71,Glen Ellen,95442,0,5693,3,0,3.666666667,Contract related,124,1,40,6.3
1251-STYSZ,No,4,,Yes,8.75,Yes,Yes,Cable,4,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0,12,35,Female,66,Glenhaven,95443,0,3828,2,1,4,Admin Support,99.5,1,40,3.7
7005-CYUIL,Yes,71,Offer A,Yes,12.26,No,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.4,7168.25,0,21.5,870.46,Female,78,Laytonville,95454,0,4964,0,0,3.916666667,Technical Support,34,1,40,8
6729-GDNGC,No,20,,Yes,21.49,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,80.7,1614.2,0,65,429.8,Female,71,Westport,95488,0,3111,2,0,3.666666667,Payment related,20,1,40,4.3
5651-WYIPH,No,18,,Yes,41.13,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,49.85,865.75,0,0,740.34,Female,69,Vacaville,95688,0,3283,0,0,3.416666667,Payment related,16,1,40,4.3
9052-VKDUW,Yes,65,Offer B,Yes,15.3,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,0,0,994.5,Female,68,Pollock Pines,95726,0,4452,0,0,3.166666667,Streaming,13,1,40,7
6806-YDEUL,No,6,Offer E,Yes,2.03,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,0,0,12.18,Female,67,Sacramento,95817,0,3288,1,0,3,Contract related,42,1,40,3.7
6048-UWKAL,Yes,69,,Yes,19.39,Yes,Yes,Cable,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0,0,1337.91,Female,73,Beale Afb,95903,0,5467,0,0,3.5,Payment related,32,1,40,7
0481-SUMCB,No,45,Offer B,Yes,34.12,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,102.15,4735.35,0,0,1535.4,Female,74,Greenville,95947,0,5391,1,2,4.875,Streaming,15,1,40,5.9
7108-DGVUU,Yes,21,,Yes,30.3,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,71.7,1497.05,0,0,636.3,Female,73,Lookout,96054,0,2784,0,0,4.4375,Admin Support,122,1,40,5
6267-DCFFZ,Yes,30,Offer C,Yes,47.75,Yes,Yes,DSL,27,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.05,2627.2,0,0,1432.5,Female,68,Madeline,96119,0,3792,0,0,4.125,Streaming,44,1,40,5
1060-ENTOF,Yes,67,,Yes,2.67,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,105.4,7035.6,0,1759,178.89,Female,70,Los Angeles,90028,0,5703,0,0,4,Technical Support,120,1,40,7
0999-QXNSA,No,7,,Yes,41.14,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,45.75,344.2,29,0,287.98,Male,72,Los Angeles,90029,0,3779,0,0,4,Admin Support,61,1,40,3.7
9365-SRSZE,No,27,Offer C,Yes,30.49,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.55,1943.9,29.99,0,823.23,Male,71,Los Angeles,90036,0,2534,2,0,4,Technical Support,103,1,40,5
2307-FYNNL,No,65,,Yes,4.4,Yes,Yes,DSL,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7108.2,34.67,0,286,Male,67,La Mirada,90638,0,5692,1,0,3,Admin Support,59,1,40,7
2519-LBNQL,Yes,60,,Yes,22.95,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.35,6339.45,41.23,951,1377,Male,80,Artesia,90701,0,4040,1,0,4.666666667,Admin Support,42,1,40,6.3
7020-OZKXZ,No,9,,Yes,24.96,No,Yes,DSL,9,No,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,75.5,637.4,0,57,224.64,Female,65,Vista,92084,0,3021,3,2,3,Admin Support,44.5,1,40,3.7
8309-IEYJD,No,1,Offer E,Yes,32.61,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,70.6,70.6,0,0,32.61,Female,73,Indian Wells,92210,0,2576,0,0,3,Contract related,87,1,40,3.7
6557-BZXLQ,No,16,Offer D,Yes,22.9,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,0,0,366.4,Male,66,Cabazon,92230,0,5610,2,0,3,Payment related,53.5,1,40,4.3
7206-PQBBZ,Yes,11,Offer D,Yes,24.42,No,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,0,24.21,268.62,Male,76,Fontana,92336,0,2848,0,0,3,Contract related,76,1,40,4.3
4079-VTGLK,Yes,30,,Yes,40.5,Yes,Yes,DSL,8,No,No,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,74.85,2181.75,0,175,1215,Male,77,Riverside,92501,0,5610,0,0,3,Contract related,77.5,1,40,5
2878-RMWXY,Yes,72,,Yes,28.5,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,102.65,7550.3,0,378,2052,Male,75,Temecula,92590,0,4680,1,0,3,Admin Support,114,1,40,8
1302-UHBDD,No,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,89.95,1648.45,0,379,969.2,Male,70,Ladera Ranch,92694,0,4812,0,0,3.555555556,Contract related,86,1,40,4.3
0336-PIKEI,Yes,72,Offer A,Yes,5.27,No,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0,482,379.44,Male,69,Orange,92869,0,5590,3,0,4,Technical Support,105,1,40,8
7322-OCWHC,Yes,72,Offer A,Yes,1.34,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,93.05,6735.05,0,2021,96.48,Male,73,Placentia,92870,0,4988,0,0,3.666666667,Technical Support,92,1,40,8
0093-EXYQL,No,40,,Yes,44.14,No,Yes,Cable,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,3673.6,0,0,1765.6,Female,72,Ojai,93023,0,5742,1,0,3,Payment related,42,1,40,5.4
8552-OBVRU,Yes,48,,Yes,13.4,No,Yes,Fiber Optic,75,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,0,0,643.2,Female,79,Ivanhoe,93235,0,3847,1,1,3.076923077,Contract related,52,1,40,5.9
4238-JSSWH,Yes,35,,Yes,45.13,Yes,Yes,Cable,10,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,102.05,3452.55,0,345,1579.55,Female,70,Porterville,93257,0,3199,0,0,3.307692308,Streaming,104,1,40,5.4
6360-SVNWV,No,31,,Yes,47.48,No,Yes,Fiber Optic,8,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,73.55,2094.65,0,168,1471.88,Female,72,Big Creek,93605,0,2057,3,0,3,Streaming,71,1,40,5.4
5198-EFNBM,Yes,57,,Yes,46.62,No,Yes,Cable,4,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,90.65,5199.8,0,208,2657.34,Male,66,Kingsburg,93631,0,5636,0,0,3,Technical Support,122,1,40,6.3
2000-DHJUY,Yes,70,Offer A,Yes,18.67,Yes,Yes,Cable,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,6474.45,0,0,1306.9,Female,67,Menlo Park,94025,0,5264,2,1,3,Streaming,50,1,40,7
8250-ZNGGW,No,5,,Yes,43.99,No,Yes,Fiber Optic,27,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.9,287.85,0,7.77,219.95,Female,79,Rio Vista,94571,0,3662,1,1,3.333333333,Payment related,70,1,40,3.7
1855-CFULU,No,4,,Yes,41.98,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,91.45,0,0,167.92,Female,65,Oakland,94619,0,3460,0,0,3.555555556,Streaming,70,1,40,3.7
8628-MFKAX,Yes,72,Offer A,Yes,14.75,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,116.75,8277.05,0,1324,1062,Female,79,San Pablo,94806,0,5098,2,0,3.666666667,Contract related,33,1,40,8
6128-AQBMT,Yes,41,Offer B,No,0,No,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.95,2215.4,0,0,0,Male,65,Nicasio,94946,0,3920,1,0,3.888888889,Payment related,77,1,40,5.9
4360-QRAVE,No,37,Offer C,No,0,No,Yes,DSL,29,No,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,36.65,1315,0,381,0,Male,75,Farmington,95230,0,2494,0,0,4,Admin Support,58,1,40,5.4
5248-RPYWW,Yes,72,,Yes,9.88,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,90.15,6716.45,0,1075,711.36,Female,78,Turlock,95382,0,4606,0,0,4,Streaming,73,1,40,8
0674-DGMAQ,Yes,32,Offer C,Yes,43.54,Yes,Yes,Cable,3,No,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,93.5,2970.8,0,89,1393.28,Male,78,Elk,95432,0,5804,0,0,4,Technical Support,56.5,1,40,5.4
2761-XECQW,Yes,8,,No,0,No,Yes,Cable,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,0,10.03,0,Male,67,Glenhaven,95443,0,2560,0,0,4,Technical Support,23,1,40,3.7
7740-BTPUX,Yes,55,Offer B,Yes,12.91,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.6,6292.7,0,0,710.05,Male,72,Manchester,95459,0,5754,0,0,4,Contract related,28,1,40,6.3
2207-QPJED,Yes,37,,Yes,15.6,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,90,3371.75,0,641,577.2,Female,66,Somes Bar,95568,0,4048,1,2,4.181818182,Technical Support,57,1,40,5.4
8070-AAWZP,Yes,24,,No,0,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.25,828.2,0,0,0,Male,68,Sheridan,95681,0,2525,0,0,4.909090909,Technical Support,31,1,40,5
0581-BXBUB,No,4,,Yes,35.67,No,Yes,Cable,8,No,Yes,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,72.75,317.75,0,25,142.68,Female,76,Penn Valley,95946,0,4503,0,0,3.230769231,Technical Support,85,1,40,3.7
9281-OFDMF,No,39,,Yes,20.06,Yes,Yes,DSL,3,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,3413.25,0,0,782.34,Male,76,Meadow Valley,95956,0,5028,0,0,3.384615385,Payment related,17,1,40,5.4
0549-CYCQN,No,51,,Yes,24.92,Yes,Yes,DSL,11,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,Male,69,Flournoy,96029,0,4673,2,0,3.538461538,Technical Support,26,1,40,6.3
0928-JMXNP,Yes,4,Offer E,No,0,No,Yes,Cable,5,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,29.9,118.25,0,0.59,0,Male,78,Los Molinos,96055,0,2914,1,1,3.615384615,Payment related,107,1,40,3.7
3629-ZNKXA,No,17,,Yes,17.26,No,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,101.8,1752.45,27.15,0,293.42,Male,77,Seiad Valley,96086,0,3296,0,0,3.692307692,Technical Support,71,1,40,4.3
0136-IFMYD,Yes,69,,Yes,18.41,Yes,Yes,Cable,17,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0,0,1270.29,Male,71,Los Angeles,90001,0,4297,0,0,3.846153846,Technical Support,100,1,40,7
9659-ZTWSM,Yes,66,,Yes,7.86,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,107.35,7051.95,39.18,0,518.76,Male,71,Los Angeles,90013,0,4138,1,0,4,Payment related,43,1,40,7
2545-EBUPK,No,2,Offer E,Yes,21.9,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.05,186.05,0,41,43.8,Female,70,Los Angeles,90045,0,5039,0,0,3,Contract related,49,1,40,3.7
2172-EJXVF,No,71,,Yes,25.61,Yes,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.9,7521.95,6.65,0,1818.31,Female,65,Los Angeles,90047,0,5479,2,0,3,Technical Support,101,1,40,8
1167-OYZJF,Yes,67,,Yes,49.94,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1263.05,43.66,0,3345.98,Female,65,Santa Monica,90402,0,4934,1,1,3,Admin Support,109,1,40,7
4806-DXQCE,Yes,70,,Yes,35.39,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,1929,2477.3,Female,77,Santa Monica,90404,0,6146,0,0,3,Technical Support,70.5,1,40,7
5397-TUPSH,Yes,65,,Yes,28.68,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,4555.2,7.43,0,1864.2,Male,76,Carson,90745,0,4871,1,0,4.333333333,Technical Support,10,1,40,7
4840-ORQXB,No,56,,Yes,27.64,Yes,Yes,DSL,7,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,104.75,5841.35,36.52,409,1547.84,Female,67,Sierra Madre,91024,0,5128,3,0,3.666666667,Technical Support,28,1,40,6.3
3982-DQLUS,Yes,65,,Yes,9.68,Yes,Yes,Fiber Optic,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0,629.2,Male,78,Sunland,91040,0,4978,2,0,3,Streaming,107,1,40,7
3756-VNWDH,Yes,65,,Yes,32.08,Yes,Yes,Cable,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0,0,2085.2,Male,66,Pasadena,91101,0,4368,0,0,3,Admin Support,92.66666667,1,40,7
6814-ZPWFQ,No,51,,Yes,3.11,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25,1260.7,0,0,158.61,Male,67,Santa Clarita,91350,0,5896,0,0,3.2,Streaming,49.66666667,1,40,6.3
2880-FPNAE,Yes,2,Offer E,Yes,7.29,No,Yes,Cable,14,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,0,0,14.58,Male,69,Van Nuys,91405,0,3170,0,0,3.4,Contract related,21,1,40,3.7
1568-BEKZM,Yes,70,,Yes,12.07,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.05,6333.4,0,1077,844.9,Male,65,Baldwin Park,91706,0,4666,0,0,3.5,Streaming,66,1,40,7
2045-BMBTJ,No,33,,No,0,No,Yes,DSL,16,Yes,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,59.45,1884.65,0,302,0,Female,80,South El Monte,91733,0,3116,2,0,3.6,Technical Support,42.5,1,40,5.4
1730-ZMAME,No,32,,Yes,48.62,No,Yes,Cable,12,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665,0,31.98,1555.84,Female,74,Ontario,91762,0,3041,1,2,3.8,Contract related,100,1,40,5.4
5913-INRQV,Yes,34,,Yes,26.49,No,Yes,Cable,18,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15,3128.8,0,56.32,900.66,Male,71,Upland,91786,0,3202,0,0,3.9,Technical Support,108,1,40,5.4
6185-TASNN,No,1,Offer E,Yes,11.51,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0,0,11.51,Male,71,Chula Vista,91913,0,2546,2,0,4,Technical Support,123,1,40,3.7
8707-RMEZH,Yes,69,,Yes,34.55,No,Yes,Cable,19,Yes,Yes,No,No,No,Yes,No,No,One Year,No,Credit Card,87.3,6055.55,0,1151,2383.95,Female,67,Tecate,91980,0,4148,1,1,3.5,Contract related,76,1,40,7
9373-WSLOY,Yes,33,,No,0,No,Yes,DSL,4,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,50,1750.85,0,70,0,Male,80,Carlsbad,92008,0,5600,0,0,3.25,Contract related,78,1,40,5.4
3258-SYSWS,No,72,,Yes,24.67,Yes,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,0,0,1776.24,Male,75,Lakeside,92040,0,4598,0,0,3,Contract related,80,1,40,8
1016-DJTSV,No,8,Offer E,Yes,41.85,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,69.7,572.85,0,29,334.8,Male,66,Santee,92071,0,5242,1,1,3,Technical Support,33,1,40,3.7
3786-WOVKF,Yes,72,Offer A,Yes,7.85,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.85,7677.4,0,153.55,565.2,Female,69,Anaheim,92807,0,4768,1,0,3,Payment related,77,1,40,8
5816-SCGFC,No,7,,Yes,11.01,No,Yes,DSL,18,No,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,51.3,419.35,0,75,77.07,Female,73,Fullerton,92835,0,3660,0,0,3,Streaming,92,1,40,3.7
8261-GWDBQ,Yes,60,,Yes,4.06,Yes,Yes,Cable,11,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,116.05,6925.9,0,762,243.6,Female,70,Corona,92880,0,4734,2,0,3,Admin Support,42,1,40,6.3
4098-NAUKP,Yes,68,Offer A,Yes,20.31,Yes,Yes,DSL,13,No,Yes,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,84.65,5683.6,0,739,1381.08,Male,70,Oceano,93445,0,6404,0,0,3,Payment related,10,1,40,7
6199-IWKGC,Yes,46,,Yes,21.46,Yes,Yes,DSL,15,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100.25,4753.85,0,0,987.16,Female,71,Benton,93512,0,5453,0,0,3,Contract related,45,1,40,5.9
7446-YPODE,No,11,,Yes,48.33,Yes,Yes,DSL,17,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,60.25,662.95,0,0,531.63,Male,75,Bridgeport,93517,0,5296,2,0,3,Admin Support,42,1,40,4.3
0531-ZZJWQ,Yes,55,,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74,4052.4,0,0,2359.5,Male,68,Fallbrook,92028,0,4958,0,0,3.285714286,Contract related,92,1,40,6.3
2688-BHGOG,No,9,Offer E,Yes,24.85,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.55,718.55,0,0,223.65,Male,73,Olancha,93549,0,5811,3,0,3.428571429,Streaming,54,1,40,3.7
0916-QOFDP,Yes,14,,Yes,14.39,Yes,Yes,Cable,30,No,No,No,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,95.8,1346.3,0,404,201.46,Female,79,Randsburg,93554,0,3471,1,0,3.571428571,Streaming,76,1,40,4.3
8910-LEDAG,Yes,34,,Yes,12.98,No,Yes,DSL,8,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,71.55,2427.35,0,194,441.32,Male,72,Prather,93651,0,3583,2,1,3.714285714,Admin Support,49,1,40,5.4
3452-GWUIN,Yes,19,,Yes,19.57,Yes,Yes,Cable,27,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,1760.25,0,0,371.83,Female,78,Raisin City,93652,0,5316,2,0,3.857142857,Contract related,13,1,40,4.3
3836-FZSDJ,No,71,Offer A,Yes,22.19,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901,0,0,1575.49,Male,69,Fresno,93720,0,4367,0,0,4,Streaming,71,1,40,8
0187-QSXOE,Yes,7,,Yes,41.97,No,Yes,Cable,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,605.45,0,0,293.79,Male,71,Fresno,93725,0,5711,1,0,4,Admin Support,42,1,40,3.7
7733-UDMTP,No,57,Offer B,No,0,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,55,3094.05,0,0,0,Female,65,Fresno,93726,0,4622,0,0,4,Streaming,63,1,40,6.3
6904-JLBGY,No,72,Offer A,Yes,14.94,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,117.35,8436.25,0,2531,1075.68,Female,78,Salinas,93905,0,4008,1,0,4,Technical Support,19,1,40,8
1768-HNVGJ,No,45,Offer B,Yes,18.46,Yes,Yes,DSL,3,Yes,No,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,70.05,3062.45,0,92,830.7,Female,80,Mountain View,94043,0,4223,0,0,3.833333333,Technical Support,111,1,40,5.9
4395-PZMSN,No,5,Offer E,Yes,18.38,No,Yes,Cable,15,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.55,408.5,0,0,91.9,Male,67,San Gregorio,94074,0,2850,0,0,3.666666667,Contract related,23,1,40,3.7
5446-DKWYW,Yes,61,Offer B,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,65.2,3965.05,0,0,2397.91,Female,74,San Francisco,94103,0,6238,1,1,3.5,Payment related,115,1,40,7
7629-WFGLW,Yes,56,Offer B,Yes,11.55,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,95.65,5471.75,21.71,1477,646.8,Female,80,Palo Alto,94301,0,6335,2,0,3,Streaming,61,1,40,6.3
8818-DOPVL,No,46,Offer B,Yes,41.17,Yes,Yes,DSL,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,4863.85,36.78,0,1893.82,Female,65,El Cerrito,94530,0,4103,1,0,3,Technical Support,50,1,40,5.9
2674-MLXMN,No,71,Offer A,Yes,34.36,Yes,Yes,Cable,13,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,99.65,6951.15,3.33,904,2439.56,Female,73,Richmond,94801,0,4241,1,0,3.210526316,Streaming,58,1,40,8
9708-HPXWZ,No,5,,No,0,No,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.4,214.75,0,0,0,Male,74,El Sobrante,94803,0,2599,0,0,3.263157895,Technical Support,48,1,40,3.7
3340-QBBFM,Yes,36,Offer C,Yes,47.16,No,Yes,Fiber Optic,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.76,Male,65,Petaluma,94954,0,4017,0,0,3.473684211,Admin Support,84,1,40,5.4
7576-JMYWV,Yes,46,Offer B,Yes,20.42,Yes,Yes,Cable,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0,0,939.32,Female,76,San Martin,95046,0,4162,0,0,3.578947368,Admin Support,122,1,40,5.9
0575-CUQOV,Yes,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867,0,0,1023,Male,76,Hilmar,95324,0,6150,0,0,3.842105263,Contract related,65.66666667,1,40,6.3
5329-KRDTM,Yes,72,Offer A,Yes,33.68,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,77.35,5396.25,0,540,2424.96,Male,73,Long Barn,95335,0,6202,0,0,3.894736842,Streaming,76,1,40,8
