,Customer ID,Referred a Friend,Tenure_in_months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,City,Churn Value,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction (based  on service calls),Service issue topic,Average Speed of answer in seconds,Acquisition_id,Acquisition Cost,Retenion_cost_per_customer,Number of Referrals,Total Revenue,Satisfaction Score,Senior Citizen,Married,Dependents
3096,0654-HMSHN,Yes,21,Offer D,Yes,42.65,Yes,Yes,DSL,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.576,2157.95,0.0,6.47,895.65,Male,45,Mojave,1,3796,5,0,2.0,Admin Support,30.0,1,40,5.0,1,3053.6,2,No,Yes,No
3097,2237-ZFSMY,No,39,Offer C,Yes,4.48,No,Yes,Cable,78,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,99.372,3692.85,0.0,288.04,174.72,Female,29,Riverdale,1,2767,0,0,1.333333333333333,Admin Support,78.0,1,40,5.4,0,3867.5699999999997,1,No,No,No
3098,4548-SDBKE,No,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,51,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.608,474.8,0.0,242.0,172.45,Female,26,San Dimas,1,4109,6,0,1.285714285714286,Technical Support,86.5,1,40,3.7,0,647.25,3,No,No,No
3099,7854-EKTJL,No,2,,Yes,29.81,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.6,35.85,0.0,0.0,59.62,Female,31,Salinas,1,2843,3,1,2.142857142857143,Streaming,14.0,1,40,3.7,0,95.47,3,No,No,Yes
3100,4361-JEIVL,No,1,Offer E,Yes,7.14,No,Yes,Fiber Optic,57,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,46.176,44.4,0.0,0.0,7.14,Male,29,Greenfield,1,4067,2,0,3.0,Streaming,38.0,1,40,3.7,0,51.54,3,No,No,Yes
3101,0733-VUNUW,No,24,,Yes,8.99,Yes,Yes,DSL,6,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,57.876,1400.55,0.0,84.0,215.76,Male,43,San Francisco,1,4126,2,2,1.0,Admin Support,72.0,1,40,5.0,0,1676.31,1,No,No,No
3102,2968-SSGAA,No,10,,Yes,45.21,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.624,1060.2,0.0,32.0,452.1,Female,41,San Francisco,1,4001,2,2,1.0,Streaming,112.0,1,40,3.7,0,1512.3000000000002,1,No,No,No
3103,7881-INRLC,No,45,Offer B,Yes,14.12,Yes,Yes,Cable,3,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,104.884,4740.0,0.0,142.0,635.4,Male,34,San Mateo,1,4898,1,0,1.875,Streaming,56.0,1,40,5.9,0,5375.4,1,No,No,No
3104,0117-LFRMW,Yes,37,,No,0.0,No,Yes,Cable,25,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,41.808,1448.8,0.0,362.0,0.0,Male,52,Angwin,1,3627,2,0,1.75,Technical Support,87.0,1,40,5.4,1,1448.8,2,No,Yes,Yes
3105,4192-GORJT,Yes,5,,Yes,39.36,No,Yes,Cable,26,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.228,498.1,0.0,130.0,196.8,Male,43,Fremont,1,4580,4,1,1.375,Payment related,116.0,1,40,3.7,1,694.9000000000001,1,No,Yes,No
3106,7240-ETPTR,Yes,9,,No,0.0,No,Yes,Cable,11,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.7,442.2,0.0,49.0,0.0,Female,51,Pope Valley,1,4359,2,0,1.25,Technical Support,26.0,1,40,3.7,1,452.2,2,No,Yes,No
3107,2202-CUYXZ,No,1,,Yes,36.07,No,Yes,DSL,45,No,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.244,84.85,0.0,0.0,36.07,Male,25,Dublin,1,3086,2,1,1.125,Technical Support,94.0,1,40,3.7,0,120.91999999999999,1,No,No,No
3108,5995-OIGLP,No,12,,Yes,7.97,No,Yes,Cable,11,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,58.916,654.85,0.0,0.0,95.64,Male,42,Port Costa,1,3043,4,2,1.0,Streaming,87.0,1,40,4.3,0,750.49,1,No,No,No
3109,9185-TQCVP,Yes,14,,Yes,21.3,Yes,Yes,Fiber Optic,46,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.556,1139.2,38.48,524.0,298.2,Male,27,Albany,1,4550,4,0,1.2,Payment related,53.33333333333334,1,40,4.3,1,1398.92,2,No,Yes,No
3110,9661-ACXBS,No,42,Offer B,Yes,33.46,Yes,Yes,Cable,57,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.408,4400.75,40.15,2508.0,1405.32,Female,26,San Rafael,1,2317,2,0,1.5,Admin Support,28.0,1,40,5.9,0,5765.92,1,No,No,No
3111,3727-RJMEO,Yes,6,,Yes,8.59,Yes,Yes,Cable,31,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.164,460.25,48.95,0.0,51.54,Male,34,Rohnert Park,1,4458,5,2,2.0,Technical Support,53.0,1,40,3.7,3,462.84000000000003,1,No,Yes,No
3112,4250-ZBWLV,No,68,Offer A,Yes,21.74,Yes,Yes,Cable,80,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,112.788,7176.55,9.68,5741.0,1478.32,Male,24,Olema,1,4454,4,2,3.0,Contract related,103.0,1,40,7.0,0,8645.19,3,No,No,No
3113,5095-AESKG,Yes,3,,Yes,31.61,Yes,Yes,Cable,22,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.16,242.95,0.0,0.0,94.83,Female,33,Sausalito,1,5646,2,0,2.0,Technical Support,11.0,1,40,3.7,1,347.78,3,No,Yes,No
3114,1871-MOWRM,Yes,12,,Yes,18.26,No,Yes,DSL,20,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,84.084,866.45,23.72,173.0,219.12,Male,57,Woodacre,1,4306,4,0,1.0,Admin Support,38.0,1,40,4.3,3,1061.85,1,No,Yes,No
3115,2027-OAQQC,No,43,Offer B,No,0.0,No,Yes,Cable,13,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,51.012,2076.2,20.29,270.0,0.0,Female,64,Aptos,1,4044,2,0,1.333333333333333,Payment related,65.0,1,40,5.9,0,2055.91,1,No,No,No
3116,1555-DJEQW,Yes,70,Offer A,Yes,16.78,Yes,Yes,Cable,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.768,7723.9,48.54,0.0,1174.6,Female,21,Cupertino,1,5947,3,0,1.666666666666667,Payment related,46.0,1,40,7.0,1,8849.96,1,No,Yes,No
3117,5349-IECLD,No,2,,Yes,26.05,No,Yes,DSL,2,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,98.748,178.1,0.0,4.0,52.1,Male,61,San Jose,1,4493,1,1,2.0,Streaming,13.0,1,40,3.7,0,230.2,1,No,No,No
3118,3945-GFWQL,No,12,,Yes,5.16,No,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,46.332,480.6,18.21,87.0,61.92,Female,33,San Jose,1,4162,4,1,2.0,Contract related,45.0,1,40,4.3,0,524.3100000000001,3,No,No,Yes
3119,3063-QFSZL,No,1,Offer E,Yes,13.01,No,Yes,DSL,4,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,57.616,55.4,0.0,0.0,13.01,Female,37,San Jose,1,2294,1,2,1.0,Payment related,120.0,1,40,3.7,0,68.41,1,No,No,No
3120,0870-VEMYL,No,5,Offer E,Yes,24.32,No,Yes,Fiber Optic,24,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.004,259.8,22.96,0.0,121.6,Female,34,Columbia,1,5435,1,1,1.0,Technical Support,73.0,1,40,3.7,0,368.44,1,No,No,No
3121,3627-FCRDW,No,9,,Yes,24.52,No,Yes,Cable,10,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,73.84,672.55,8.35,67.0,220.68,Female,49,Hughson,1,2236,1,1,1.0,Contract related,122.0,1,40,3.7,0,884.8799999999999,3,No,No,No
3122,4903-UYAVB,No,5,Offer E,Yes,31.76,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0.0,158.8,Male,53,Lathrop,1,3864,1,0,1.0,Contract related,116.6666666666667,1,40,3.7,0,284.85,1,No,Yes,No
3123,4847-QNOKA,No,1,Offer E,Yes,41.78,No,Yes,DSL,65,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,46.696,44.9,0.0,0.0,41.78,Female,30,Modesto,1,2632,5,1,1.333333333333333,Payment related,23.0,1,40,3.7,0,86.68,2,No,No,No
3124,1260-TTRXI,No,4,Offer E,Yes,40.15,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,56.472,195.3,0.0,0.0,160.6,Male,64,Planada,1,5834,2,0,2.0,Admin Support,25.0,1,40,3.7,0,435.9,2,No,No,No
3125,2867-UIMSS,No,1,,Yes,35.77,No,Yes,Cable,76,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.72,80.5,0.0,0.0,35.77,Male,24,Vernalis,1,2734,4,2,1.5,Contract related,69.0,1,40,3.7,0,116.27000000000001,1,No,No,No
3126,8111-RKSPX,No,4,Offer E,Yes,29.98,Yes,Yes,Cable,78,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.088,305.55,0.0,23.83,119.92,Male,20,Santa Rosa,1,5668,5,1,1.25,Admin Support,118.0,1,40,3.7,0,425.47,2,No,No,No
3127,8559-CIZFV,Yes,21,Offer D,Yes,17.57,Yes,Yes,Cable,15,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,80.6,1625.0,18.39,244.0,368.97,Male,34,Annapolis,1,5353,1,0,2.0,Streaming,59.0,1,40,5.0,1,2055.58,2,No,Yes,No
3128,7153-OANIO,No,1,Offer E,Yes,27.58,No,Yes,Cable,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,72.748,69.95,0.0,0.0,27.58,Male,48,Mendocino,1,5066,4,0,1.0,Admin Support,115.0,1,40,3.7,0,97.53,1,No,No,No
3129,8878-HMWBV,No,3,Offer E,Yes,40.79,No,Yes,Cable,32,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.116,169.05,0.0,54.0,122.37,Male,47,Nice,1,5598,6,1,2.75,Contract related,45.0,1,40,3.7,0,301.42,1,No,No,No
3130,3223-WZWJM,No,26,,Yes,14.3,Yes,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.308,2254.2,0.0,0.0,371.8,Male,36,Petrolia,1,5869,2,0,1.0,Contract related,81.0,1,40,5.0,0,2626.0,1,No,No,No
3131,2530-ENDWQ,Yes,71,Offer A,Yes,40.52,Yes,Yes,DSL,19,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.448,6585.35,0.0,0.0,2876.92,Female,55,Rio Dell,1,4296,2,0,1.857142857142857,Contract related,80.0,1,40,8.0,2,9462.27,3,No,Yes,No
3132,9250-WYPLL,No,5,,Yes,35.22,Yes,Yes,Cable,64,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.572,413.65,0.0,26.47,176.1,Female,20,Fallbrook,1,4600,5,1,1.571428571428571,Streaming,63.0,1,40,3.7,0,589.75,2,No,No,No
3133,7055-VKGDA,No,54,Offer B,Yes,49.98,No,Yes,Cable,29,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,109.616,5643.4,0.0,1637.0,2698.92,Male,31,Clarksburg,1,4406,2,4,1.285714285714286,Admin Support,68.5,1,40,6.3,0,8342.32,1,No,No,No
3134,4558-FANTW,Yes,17,Offer D,Yes,41.95,No,Yes,DSL,56,Yes,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,95.524,1574.45,0.0,882.0,713.15,Female,30,Fair Oaks,1,5643,2,0,1.0,Payment related,50.0,1,40,4.3,1,2287.6000000000004,1,No,Yes,No
3135,8079-XRJRS,Yes,65,Offer B,Yes,49.33,Yes,Yes,Cable,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,93.34,5769.6,18.72,0.0,3206.45,Male,39,Pleasant Grove,1,6110,4,2,2.0,Contract related,116.0,1,40,7.0,5,8957.33,1,No,Yes,No
3136,8073-IJDCM,No,1,Offer E,Yes,26.37,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.3,20.3,0.0,0.0,26.37,Female,44,Rescue,1,3830,2,0,2.0,Payment related,83.66666666666666,1,40,3.7,0,46.67,3,No,No,No
3137,0940-OUQEC,No,10,Offer D,Yes,17.07,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.928,788.8,38.42,0.0,170.7,Male,54,Winters,1,3492,2,0,2.5,Admin Support,32.0,1,40,3.7,0,971.0799999999999,1,No,No,No
3138,1963-VAUKV,No,1,Offer E,Yes,22.12,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,20.4,0.0,0.0,22.12,Female,31,Kyburz,1,3663,1,0,2.75,Contract related,101.5,1,40,3.7,0,42.519999999999996,3,No,No,No
3139,5748-RNCJT,No,69,Offer A,Yes,26.88,Yes,Yes,Cable,12,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.76,7348.8,0.0,882.0,1854.72,Male,58,Sacramento,1,4859,1,0,3.0,Technical Support,16.0,1,40,7.0,0,9203.52,3,No,No,No
3140,6034-ZRYCV,Yes,72,Offer A,No,0.0,No,Yes,Cable,16,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,56.368,3937.45,0.0,630.0,0.0,Female,51,Sacramento,1,4481,2,0,3.0,Streaming,95.0,1,40,8.0,1,3937.45,3,No,Yes,No
3141,8761-NSOBC,No,44,,Yes,42.92,No,Yes,Cable,25,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,104.572,4398.15,0.0,1100.0,1888.48,Male,41,Gridley,1,3486,4,2,1.0,Contract related,92.0,1,40,5.9,0,6286.629999999999,2,No,No,No
3142,5419-JPRRN,No,1,,Yes,10.38,Yes,Yes,Cable,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.508,101.45,0.0,0.0,10.38,Male,32,Rough And Ready,1,4390,3,0,2.0,Technical Support,114.0,1,40,3.7,0,111.83,1,No,No,No
3143,9318-NKNFC,No,1,,Yes,40.49,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,18.85,18.85,0.0,0.0,40.49,Male,53,Twain,1,4132,5,1,2.666666666666667,Streaming,89.0,1,40,3.7,0,59.34,1,No,No,No
3144,9728-FTTVZ,No,1,,Yes,23.72,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.968,69.2,0.0,0.0,23.72,Female,44,Williams,1,4073,3,0,2.5,Payment related,83.0,1,40,3.7,0,92.92,3,No,No,No
3145,7254-IQWOZ,No,1,Offer E,Yes,28.7,No,Yes,Cable,76,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.436,69.65,0.0,0.0,28.7,Male,30,Redding,1,5258,1,1,2.333333333333333,Streaming,71.0,1,40,3.7,0,98.35000000000001,1,No,No,No
3146,0742-NXBGR,No,1,Offer E,Yes,33.41,No,Yes,Cable,31,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.592,82.3,0.0,0.0,33.41,Female,64,Adin,1,4278,4,4,2.166666666666667,Streaming,62.0,1,40,3.7,0,115.71,1,No,No,No
3147,6876-ADESB,No,1,,Yes,34.4,No,Yes,Cable,57,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,50.908,48.95,0.0,0.0,34.4,Male,22,Etna,1,3913,4,2,1.666666666666667,Technical Support,119.0,1,40,3.7,0,83.35,1,No,No,Yes
3148,1963-SVUCV,No,1,,Yes,28.37,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,47.112,45.3,0.0,0.0,28.37,Male,59,Flournoy,1,5774,2,0,1.888888888888889,Payment related,80.0,1,40,3.7,0,103.67,2,No,No,No
3149,3315-TOTBP,No,15,Offer D,Yes,44.86,Yes,Yes,DSL,57,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,79.04,1130.85,0.0,645.0,672.9,Male,29,Mill Creek,1,4938,4,1,1.5,Contract related,99.66666666666667,1,40,4.3,0,1803.75,1,No,No,No
3150,9210-IAHGH,No,7,Offer E,Yes,23.35,No,Yes,Cable,7,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,73.58,450.8,0.0,32.0,163.45,Female,57,Wendel,1,2248,3,2,1.0,Contract related,79.0,1,40,3.7,0,614.25,1,No,No,No
3151,1062-LHZOD,No,1,,Yes,4.99,No,Yes,Cable,31,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,72.696,69.9,0.0,0.0,4.99,Male,49,San Diego,1,2100,4,0,1.0,Admin Support,31.0,1,40,3.7,0,74.89,1,No,Yes,No
3152,1465-VINDH,Yes,10,,Yes,32.07,Yes,Yes,Cable,24,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,106.184,1068.85,0.0,257.0,320.7,Female,31,Los Angeles,1,3596,3,1,1.0,Admin Support,67.0,1,40,3.7,1,1389.55,3,No,Yes,No
3153,2810-FTLEM,No,16,,Yes,14.26,No,Yes,Cable,58,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,52.156,762.25,0.0,442.0,228.16,Female,21,Los Angeles,1,4254,2,0,1.0,Technical Support,91.0,1,40,4.3,0,990.41,2,No,No,No
3154,0872-NXJYS,No,9,,Yes,45.41,No,Yes,DSL,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,82.732,723.4,0.0,181.0,408.69,Female,40,West Hollywood,1,3246,2,0,1.0,Admin Support,86.0,1,40,3.7,0,1132.09,1,No,No,No
3155,4919-MOAVT,No,3,Offer E,Yes,39.38,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,72.436,220.1,0.0,55.0,118.14,Male,53,Pasadena,1,2421,0,0,1.0,Streaming,103.0,1,40,3.7,0,338.24,2,No,No,No
3156,9820-RMCQV,No,11,,Yes,19.01,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.492,501.0,0.0,0.0,209.11,Female,43,San Marino,1,4444,2,0,1.0,Streaming,104.5,1,40,4.3,0,840.11,1,No,No,No
3157,5204-QZXPU,No,19,,No,0.0,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,41.236,733.35,0.0,169.0,0.0,Male,50,Glendale,1,2933,6,3,2.0,Technical Support,93.5,1,40,4.3,0,733.35,1,No,No,No
3158,2446-PLQVO,No,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.112,70.3,0.0,0.0,5.67,Male,32,Santa Clarita,1,4512,1,0,1.666666666666667,Payment related,62.0,1,40,3.7,0,75.97,2,No,No,No
3159,4078-SAYYN,No,11,,Yes,48.64,Yes,Yes,Cable,31,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.78,1129.75,0.0,350.0,535.04,Female,45,Burbank,1,2229,3,0,1.333333333333333,Admin Support,23.0,1,40,4.3,0,1664.79,2,No,No,No
3160,9940-HPQPG,Yes,9,Offer E,Yes,22.0,Yes,Yes,Cable,8,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,95.42,865.8,0.0,0.0,198.0,Female,58,North Hollywood,1,4176,5,1,1.666666666666667,Payment related,25.0,1,40,3.7,1,1063.8,1,No,Yes,No
3161,6618-RYATB,No,1,Offer E,Yes,5.1,Yes,Yes,DSL,11,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,82.732,79.55,0.0,0.0,5.1,Female,56,North Hollywood,1,5571,2,0,2.0,Streaming,27.0,1,40,3.7,0,84.64999999999999,2,No,No,No
3162,0402-CQAJN,No,37,,Yes,24.04,Yes,Yes,DSL,65,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.976,3545.35,0.0,0.0,889.48,Female,22,El Monte,1,4437,1,0,3.0,Streaming,50.0,1,40,5.4,0,4434.83,3,No,No,No
3163,0295-PPHDO,No,1,,Yes,5.59,Yes,Yes,Cable,2,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.268,95.45,0.0,0.0,5.59,Male,56,La Puente,1,5962,2,1,1.0,Admin Support,89.0,1,40,3.7,0,101.04,1,No,No,No
3164,1195-OIYEJ,No,13,Offer D,Yes,5.43,No,Yes,DSL,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.744,1135.7,0.0,32.94,70.59,Male,54,La Puente,1,5347,4,1,1.5,Payment related,79.0,1,40,4.3,0,1286.29,2,No,No,No
3165,5876-HZVZM,Yes,6,Offer E,Yes,14.51,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,58.136,365.35,0.0,8.04,87.06,Female,55,West Covina,1,4914,2,1,1.0,Admin Support,67.0,1,40,3.7,1,482.41,1,No,Yes,Yes
3166,3085-QUOZK,No,1,Offer E,Yes,34.48,No,Yes,DSL,10,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.708,43.95,0.0,0.0,34.48,Female,55,Alpine,1,3238,1,0,3.0,Contract related,34.0,1,40,3.7,0,78.43,3,No,No,No
3167,3926-CUQZX,No,1,Offer E,Yes,11.06,No,Yes,Cable,64,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.904,45.1,0.0,0.0,11.06,Male,27,Campo,1,4884,2,0,2.5,Technical Support,33.5,1,40,3.7,0,56.160000000000004,3,No,No,No
3168,1750-CSKKM,No,9,Offer E,Yes,41.02,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,57.564,449.75,0.0,0.0,369.18,Male,40,Imperial Beach,1,2688,3,4,1.5,Contract related,63.0,1,40,3.7,0,818.9300000000001,1,No,No,Yes
3169,8267-ZNYVZ,Yes,33,,Yes,15.66,No,Yes,Cable,26,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,3361.05,0.0,874.0,516.78,Female,47,Spring Valley,1,3824,5,0,1.0,Technical Support,54.0,1,40,5.4,1,3977.83,1,No,Yes,No
3170,6457-GIRWB,No,1,,Yes,22.03,No,Yes,DSL,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.124,69.35,0.0,0.0,22.03,Male,57,Carlsbad,1,2843,1,1,2.0,Admin Support,72.5,1,40,3.7,0,91.38,2,No,No,No
3171,6797-LNAQX,Yes,70,Offer A,Yes,29.59,Yes,Yes,Cable,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.232,6859.5,0.0,0.0,2071.3,Male,34,Poway,1,4794,2,2,2.75,Admin Support,45.0,1,40,7.0,1,8950.8,2,No,Yes,No
3172,4745-LSPLO,No,1,,Yes,19.85,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0.0,19.85,Male,22,San Diego,1,3731,3,0,2.0,Payment related,59.0,1,40,3.7,0,40.35,2,No,No,No
3173,3976-BWUCK,Yes,30,,Yes,7.01,Yes,Yes,Fiber Optic,26,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,97.864,2804.45,0.0,729.0,210.3,Female,63,San Diego,1,5255,5,0,1.142857142857143,Payment related,92.0,1,40,5.0,1,3014.75,3,No,Yes,No
3174,4174-LPGTI,Yes,41,,Yes,32.02,No,Yes,Fiber Optic,31,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.16,2728.6,0.0,846.0,1312.82,Female,49,Beaumont,1,2517,2,0,1.428571428571429,Streaming,79.0,1,40,5.9,1,4041.42,3,No,Yes,No
3175,2108-XWMPY,No,3,,No,0.0,No,Yes,Cable,94,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.868,106.85,0.0,0.0,0.0,Male,29,Cabazon,1,2095,4,0,1.571428571428571,Admin Support,115.0,1,40,3.7,0,106.85,1,No,No,No
3176,0093-XWZFY,No,40,,Yes,37.69,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.68,4036.85,0.0,0.0,1507.6,Male,51,Desert Hot Springs,1,2832,3,2,1.857142857142857,Streaming,97.5,1,40,5.4,0,5544.45,1,No,No,No
3177,5482-NUPNA,No,4,,Yes,18.03,No,Yes,DSL,65,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,62.816,272.15,0.0,177.0,72.12,Female,28,Imperial,1,5730,3,2,1.0,Payment related,79.5,1,40,3.7,0,344.27,1,No,No,No
3178,1122-JWTJW,Yes,1,,Yes,37.68,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.476,70.65,0.0,0.0,37.68,Male,64,Ocotillo,1,3463,3,2,1.0,Contract related,35.0,1,40,3.7,1,108.33000000000001,1,No,Yes,Yes
3179,8775-CEBBJ,No,9,,Yes,41.92,No,Yes,Fiber Optic,32,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.968,403.35,0.0,129.0,377.28,Female,40,Seeley,1,2029,5,1,2.0,Contract related,32.0,1,40,3.7,0,780.6300000000001,2,No,No,No
3180,7795-CFOCW,No,45,,No,0.0,No,Yes,DSL,10,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0.0,0.0,0.0,Male,53,Los Angeles,0,4307,4,0,3.0,Contract related,61.5,1,40,5.9,0,1840.75,3,No,No,No
